Player,Comb,Asst,Solo,Sck
Monty Montgomery,20,3,17,0
Sean Moran,20,5,10,0.5
Jeff Posey,20,4,15,2
Kelvin Pritchett,20,4,13,1
Fred Vinson,20,5,12,1
Shaun Williams,20,4,13,0
Calvin Branch,19,1,15,0
Merton Hanks,19,6,10,2
Chris Hayes,19,6,8,0
Kenny Holmes,19,7,10,4
Billy Lyon,19,10,8,2
Tod McBride,19,4,15,0
Donald Mitchell,19,2,15,0
Jim Nelson,19,2,16,0
Chris Oldham,19,1,15,3
Daryl Porter,19,4,15,0
Orlando Ruff,19,3,16,0
Jerald Sowell,19,3,10,0
John Thornton,19,4,13,4.5
Roosevelt Blackmon,18,5,12,0
Corey Bradford,18,0,18,0
Rico Clark,18,2,14,0
Greg Comella,18,1,14,0
John Fiala,18,7,10,0
Dwight Hollier,18,11,6,0
Darryl Pounds,18,0,17,1
Reggie Rusk,18,1,15,0
Shevin Smith,18,3,12,0
Robert Tate,18,1,15,0
Lorenzo Bromell,17,7,9,5
Corwin Brown,17,2,14,0
Lance Brown,17,4,13,1
Keith Burns,17,1,15,0
Joe Cummings,17,2,9,1
Canute Curtis,17,4,12,1
Russell Davis,17,4,9,2
Michael Hamilton,17,4,11,0
Tebucky Jones,17,0,16,0
Hurvin McCormack,17,0,16,2
Singor Mobley,17,2,15,0
Marty Moore,17,4,10,0
Damien Richardson,17,1,15,1
Tarek Saleh,17,0,16,0
Fernando Smith,17,2,9,2
Travian Smith,17,4,13,0
Mike Thompson,17,4,11,0
Scott Turner,17,2,13,0
Jay Williams,17,2,13,4
Antonio Banks,16,2,11,0
Fabien Bownes,16,3,13,0
Tony Bryant,16,3,11,4.5
Marcus Buckley,16,8,5,0
Lional Dalton,16,5,7,1
Jeff Gooch,16,6,5,0
Raymond Jackson,16,3,13,0
Mike D. Jones,16,4,9,1
John Jurkovic,16,6,9,0
Mike Lodish,16,7,6,0
Tremain Mack,16,2,12,0
Fred McCrary,16,0,15,0
Harold Morrow,16,3,13,0
Bernie Parmalee,16,3,10,0
Shawn Price,16,4,10,2.5
Alonzo Spellman,16,3,12,5
Steve White,16,0,8,2
Brandon Whiting,16,7,9,1
Alfred Williams,16,2,11,4
Renaldo Wynn,16,7,9,1.5
Mike Maslowski,15,0,14,0
Tim McTyer,15,2,13,0
Basil Mitchell,15,4,10,0
Alex Molden,15,2,10,0
Mustafah Muhammad,15,4,10,0
Thomas Randolph,15,0,15,0
Detron Smith,15,3,9,0
Dwight Stone,15,5,7,0
Chris Sullivan,15,7,6,1
Bracy Walker,15,1,14,0
Nate Wayne,15,3,12,2
Andre Weathers,15,2,12,0
David Bowens,14,0,10,1
John Burrough,14,4,9,1
Rich Coady,14,1,13,0
Stalin Colinet,14,2,11,0
Jason Craft,14,1,13,0
Randy Jordan,14,0,11,0
N. D. Kalu,14,3,8,3.5
Kevin Mathis,14,3,11,0
Anthony McFarland,14,5,7,1
Dennis McKinley,14,2,10,0
Arnold Miller,14,0,13,1
Mike Mohring,14,0,11,2
Chike Okeafor,14,1,9,1
Clyde Simmons,14,2,12,7
Jason Simmons,14,1,12,0
Kevin Smith,14,3,10,0
Lorenzo Styles,14,5,9,0
Jared Tomich,14,4,8,3
James Trapp,14,3,11,1
Esera Tuaolo,14,2,12,1
Brian Walker,14,2,8,0
Jermaine Williams,14,3,9,0
James Willis,14,5,6,0
Eric Bieniemy,13,1,12,0
Omar Brown,13,3,10,0
Rosevelt Colvin,13,2,10,2
Rashard Cook,13,3,10,1
Robert Harris,13,4,3,1
Chris Hetherington,13,2,10,0
Nate Hobgood-Chittick,13,4,6,0.5
Tony Horne,13,2,11,0
Steve Jackson,13,5,7,0.5
Bill Johnson,13,2,10,1
Bashir Levingston,13,1,10,0
Kivuusama Mays,13,2,8,0
Pellom McDaniels,13,4,6,0
John McLaughlin,13,1,11,0
Billy Miller,13,2,10,0
Eric Ogbogu,13,4,5,1
Chuck Osborne,13,5,6,1
Glen Steele,13,1,10,0
Rayna Stewart,13,5,8,0
Bennie Thompson,13,0,12,0
James Thrash,13,1,7,0
Iheanyi Uwaezuoke,13,3,10,0
Chris Walsh,13,2,9,0
Moe Williams,13,1,11,0
Peppi Zellner,13,0,12,1
Ink Aleaga,12,4,3,0
Roy Barker,12,1,8,2
Vernon Crawford,12,4,8,0
Don Davis,12,3,7,0
Billy Davis,12,2,10,0
Lawrence Dawsey,12,1,11,0
Robert Farmer,12,2,8,0
Reggie Givens,12,2,10,0
Donovan Greer,12,3,8,0
Chris Hewitt,12,1,11,1
Greg Jeffries,12,4,7,0
Richard Jordan,12,4,7,0
Lamar King,12,3,8,2
Anthony Lynn,12,2,9,0
Eddie Mason,12,2,8,0
Corey Miller,12,4,5,0
John Henry Mills,12,0,12,0
Andre Royal,12,2,10,1
Mike Sellers,12,1,11,0
Larry Smith,12,1,10,3
Mack Strong,12,3,7,0
Chris Watson,12,0,10,0
Rabih Abdullah,11,1,10,0
Chris Akins,11,0,8,0
Ray Austin,11,4,6,0
Brett Bech,11,0,11,0
Shane Burton,11,4,7,3
Johndale Carty,11,3,7,0
Andre Collins,11,4,6,0
Zack Crockett,11,3,7,0
Keith Elias,11,3,8,0
Greg Favors,11,2,9,0
Billy Granville,11,4,7,0
Conrad Hamilton,11,3,8,0
Terry Jackson,11,3,8,0
Clint Kriewaldt,11,0,8,0
Matt LaBounty,11,4,7,2
Leon Lett,11,1,7,1.5
Marcus Pollard,11,2,6,0
Spencer Reid,11,5,3,0
Tony Richardson,11,0,11,0
Jeremy Staat,11,3,4,0
Keith Washington,11,2,7,1
Jason Wiltz,11,9,2,1
Jerry Ellison,10,0,7,0
Carlton Gray,10,0,10,0
Rob Holmberg,10,5,5,0
Dexter Jackson,10,3,6,0
Kenny Mixon,10,6,4,0
John Mobley,10,3,7,0
Hannibal Navies,10,0,9,0
Dan Owens,10,2,8,1
Montae Reagor,10,1,8,0
Coby Rhinehart,10,0,7,0
Austin Robbins,10,3,6,2
Twan Russell,10,1,7,0
Rodney Thomas,10,1,9,0
Marvin Washington,10,2,8,0
Ron Carpenter,9,1,8,0
Larry Centers,9,3,6,0
Ty Hallock,9,1,7,0
Ronnie Harris,9,0,8,0
Ray Hill,9,4,4,0
Ernest Jones,9,3,6,2.5
Earl Little,9,0,9,0
Scott McGarrahan,9,2,6,0
Brian Milne,9,2,6,0
Tyrell Peters,9,3,6,0
Tracy Simien,9,1,7,1
Greg Spires,9,2,6,0.5
Eric Swann,9,0,8,4
Regan Upshaw,9,1,7,0
Mike Vrabel,9,1,6,2
Mark Wheeler,9,3,5,0
Justin Armour,8,1,7,0
Obafemi Ayanbadejo,8,0,7,0
Mario Bates,8,1,5,0
Kenny Bynum,8,0,8,0
Reggie Davis,8,3,5,0
Hugh Douglas,8,3,5,2
Marc Edwards,8,2,6,0
Scott Frost,8,2,4,0
Leonard Little,8,0,8,0
Manny Martin,8,1,7,0
Jason Moore,8,1,7,0
Michael Myers,8,4,4,0
Craig Newsome,8,1,7,0
Ronnie Powell,8,0,7,0
Cory Schlesinger,8,2,5,0
Corey Sears,8,2,3,0
Wasswa Serwanga,8,0,8,0
Kenny Shedd,8,1,6,0
Marcus Spriggs,8,2,5,0
Tyree Talton,8,0,8,0
Kenny Wheaton,8,0,7,0
George Williams,8,6,2,0
Rodney Artmore,7,1,4,0
Michael Bates,7,0,6,0
Dorian Boose,7,1,4,0
James Bostic,7,4,3,0
O.J. Brigance,7,2,3,0
Dameane Douglas,7,0,7,0
Spencer George,7,2,5,0
Paul Grasmanis,7,2,5,0
Lemanski Hall,7,0,6,0
Bobby Hamilton,7,2,4,0
Ruffin Hamilton,7,1,4,0
James Hodgins,7,1,6,0
Chris Howard,7,0,6,0
Tyoka Jackson,7,2,5,1
Lonnie Johnson,7,0,6,0
Olrick Johnson,7,4,3,0
Joel Makovicka,7,2,3,0
Stevon Moore,7,2,5,0
Brock Olivo,7,0,7,0
Joe Phillips,7,2,5,1
Vinson Smith,7,0,7,0
Chris Thomas,7,1,6,0
Charles Way,7,3,4,0
Antonio Dingle,6,4,2,0
Joey Eloms,6,0,3,0
Chris Fuamatu-Ma'afala,6,1,4,0
Rich Gannon,6,0,6,0
Derrick Gardner,6,0,6,0
Kurt Gouveia,6,3,3,0
Lamont Hall,6,3,3,0
Uhuru Hamiter,6,1,5,0
Nolan Harrison,6,2,3,0
Richard Huntley,6,0,5,0
Jeff Kopp,6,1,3,0
Terry Mickens,6,1,5,0
Chris Mims,6,1,3,0
DeShone Myles,6,3,2,0
De'Mond Parker,6,1,4,0
Troy Pelshak,6,0,5,0
Tony Peterson,6,1,4,0
Mike Pringley,6,1,4,1.5
John Reeves,6,1,5,0
Johnny Rutledge,6,4,2,0
Joe Salave'a,6,1,4,0
Mike Scurlock,6,1,4,0
Harold Shaw,6,1,5,0
Daimon Shelton,6,0,6,0
Keith Thibodeaux,6,1,5,0
Robert Thomas,6,1,5,0
Jason Tucker,6,0,5,0
David Akers,5,1,4,0
Jeff Brady,5,2,1,0
Troy Brown,5,0,5,0
Bob Christian,5,1,4,0
Eric Curry,5,1,3,0.5
Rob Davis,5,2,2,0
Chris Draft,5,1,3,0
Jamie Duncan,5,1,3,0
Warrick Dunn,5,0,5,0
Christian Fauria,5,2,3,0
Jammi German,5,0,5,0
Hunter Goodwin,5,2,2,0
Damon Griffin,5,0,5,0
Rich Griffith,5,0,5,0
Charles Haley,5,0,4,3
Dwayne Harper,5,0,5,0
Mark Harris,5,0,5,0
Dale Hellestrae,5,2,2,0
Joe Horn,5,1,4,0
Brad Jackson,5,1,3,0
Anthony Johnson,5,0,5,0
Keyshawn Johnson,5,0,5,0
Derrick Mayes,5,0,5,0
Ed McCaffrey,5,0,5,0
Tom McManus,5,2,3,0
Brian Mitchell,5,0,5,0
Rob Moore,5,0,5,0
Jeff Ogden,5,1,4,0
Angel Rubio,5,3,0,0
Steve Russ,5,1,4,0
Tremayne Stephens,5,0,5,0
Fred Strickland,5,1,4,0
Shawn Swayda,5,2,1,0
Jeff Thomason,5,0,5,0
Adam Treu,5,1,4,0
Artie Ulmer,5,0,3,0
Hines Ward,5,0,5,0
Alvis Whitted,5,1,2,0
Jamel Williams,5,1,4,0
Tyrone M. Williams,5,0,5,3
James Allen,4,1,2,0
Dan Brandenburg,4,1,3,0
Cyron Brown,4,0,3,0
Isaac Byrd,4,1,3,0
Keion Carpenter,4,0,4,0
Tony Carter,4,1,1,0
Nathan Davis,4,1,2,0
Wendell Davis,4,0,4,0
Derrick Deese,4,0,4,0
Ken Dilger,4,0,3,0
Troy Edwards,4,0,4,0
Bobby Engram,4,0,3,0
Chris Floyd,4,0,4,0
James Francis,4,1,3,0.5
Lennox Gordon,4,1,1,0
Toby Gowin,4,0,4,0
Jeff Graham,4,0,4,0
Craig Hentrich,4,0,4,0
Sedrick Irvin,4,0,4,0
Nate Jacquet,4,2,2,0
Freddie Jones,4,0,4,0
Chad Kelsay,4,1,3,0
Eddie Kennison,4,0,4,0
Brian Kozlowski,4,1,2,0
Terance Mathis,4,0,4,0
George McCullough,4,0,4,0
Lorenzo Neal,4,0,4,0
Ty Parten,4,1,2,0
David Patten,4,2,2,0
Dino Philyaw,4,0,3,0
Tyrone Rogers,4,0,4,0
Bernard Russ,4,0,4,0
Paul Shields,4,0,3,0
Mark Smith,4,0,4,0
Matt Snider,4,1,2,0
Duce Staley,4,0,4,0
Matt Stover,4,0,4,0
Trey Teague,4,2,2,0
Jon Witman,4,0,4,0
