Player,Comb,Asst,Solo,Sck
David Ward,20,1,17,0
Sam Anno,19,1,17,0
Ron Burton,19,1,14,0
Steve DeOssie,19,2,14,0
Brian Forde,19,0,19,0
Britt Hager,19,0,17,0
Walter Johnson,19,5,14,0
Eugene Seale,19,3,14,0
Elbert Shelley,19,0,19,0
Doug Smith,19,4,13,1
Mike Bell,18,4,11,1
Brad Edwards,18,3,12,0
David Grant,18,5,12,0.5
Chris Hale,18,0,17,0
Jim Jensen,18,0,17,0
Ezra Johnson,18,2,15,8.5
Emanuel King,18,2,16,0
Vernon Maxwell,18,5,9,0
Vann McElroy,18,3,15,0
Jim Morrissey,18,2,15,0
Cliff Odom,18,1,15,0
Mike Reichenbach,18,3,12,0
Michael Reid,18,2,15,1
Ken Rose,18,4,12,0
Roy Hart,17,3,11,2
Garth Jax,17,0,16,0
Dante Jones,17,4,13,0
Tim Jordan,17,3,12,0
Niko Noga,17,1,16,0
Danny Noonan,17,1,14,1
Keena Turner,17,1,14,0
Rhondy Weston,17,0,17,2
Joel Williams,17,2,12,0
O'Brien Alston,16,2,11,1
John Brandes,16,3,13,0
Mike Golic,16,2,13,3
Darrell Green,16,0,16,0
Manny Hendrix,16,3,12,0.5
Glen Kozlowski,16,2,12,0
Wayne Martin,16,3,12,2.5
Paul Moyer,16,4,10,0
Stan Petry,16,1,15,0.5
Mark Pike,16,2,12,0
Andrew Stewart,16,5,10,3
Solomon Wilcots,16,1,13,1
Jim Burt,15,1,13,0
Eric Coleman,15,0,15,0
Tom Gibson,15,2,9,2
Mark Haynes,15,2,12,0
George Hinkle,15,3,10,2.5
Ethan Horton,15,2,11,0
Carl Howard,15,3,12,0
Jimmie Johnson,15,1,14,0
Aaron Jones,15,2,13,2
Markus Koch,15,2,12,2
Kurt Larson,15,0,10,1
Joe Mott,15,3,10,0
Gerald Nichols,15,2,13,4
Fred Stokes,15,1,14,3
Wayne Davis,14,0,14,0
Jeff Fuller,14,0,13,0
Mike Haynes,14,1,10,0
Keith Karpinski,14,1,13,0
Shawn Lee,14,2,10,1
Tony Paige,14,0,14,0
Mickey Sutton,14,1,12,0
Mike Weddington,14,1,12,1
Jethro Franklin,13,3,7,0
Steve Hendrickson,13,1,12,0
Kenny Johnson,13,1,11,0
Kyle Kramer,13,6,6,0
Sammy Lilly,13,1,12,0
Mike Oliphant,13,1,11,0
Warren Powers,13,2,8,3
Rodney Rice,13,0,13,0
Danny Stubbs,13,2,11,4.5
Steve Tasker,13,1,11,0
James Washington,13,0,13,0
Ken Woodard,13,2,11,0
Jeff Wright,13,1,11,3
Brian Bosworth,12,1,10,0
J.B. Brown,12,2,9,0
Sam Clancy,12,4,7,0.5
Sherman Cocroft,12,0,12,0
Antonio Gibson,12,0,12,0
John Hagy,12,0,9,0
A.J. Jenkins,12,0,11,0
Keith Jones,12,3,7,0
Don McNeal,12,1,10,0
Glenn Montgomery,12,3,9,1.5
Chris Pike,12,2,9,1
Bruce Scholtz,12,0,12,0
Jackie Shipp,12,2,10,0
George Bethune,11,0,9,2
Rick Bryan,11,2,6,1
John Cannon,11,1,9,1
Ken Clarke,11,2,8,2
Bob Clasby,11,1,10,2
Eric Everett,11,0,11,0
Howard Feggins,11,0,11,0
David Frye,11,0,11,1
Issiac Holt,11,1,9,0
Dan Land,11,1,7,0
Tim Lucas,11,0,10,2
Kevin McArthur,11,5,4,0
Les Miller,11,1,9,2.5
Shawn Patterson,11,3,7,0.5
Daryl Smith,11,0,11,0
Dwight Stone,11,0,10,0
Johnny Thomas,11,1,9,0
Lewis Tillman,11,1,7,0
Marcus Turner,11,0,10,0
Tony Woods,11,1,8,1
Stefon Adams,10,2,7,0
David Arnold,10,0,10,0
Tim Cofield,10,1,4,1
Dwight Drane,10,3,6,0
Dan Hampton,10,2,7,2
Odie Harris,10,0,10,0
Dave Hollis,10,1,7,0
Robert Lyons,10,1,9,0
Tim McKyer,10,0,10,0
Ron Morris,10,1,9,0
Carl Painter,10,1,7,0
George Streeter,10,1,8,0
Kevin Walker,10,1,5,0
Ty Allert,9,0,9,0
Tony Bowick,9,1,8,0
David Brandon,9,0,8,0
Bob Brudzinski,9,0,9,0
Joe Cain,9,3,5,0
Jon Carter,9,1,8,0
Michael Downs,9,1,8,0
Mike Dyal,9,2,7,0
Rick Graf,9,0,9,1
Gary Hadd,9,1,6,0
Bill Hawkins,9,1,8,0
Tom Holmoe,9,0,9,0
Mark Jerue,9,2,6,0.5
Brian Jordan,9,0,9,0
Michael Mitchell,9,1,6,0
Alonzo Mitz,9,1,6,1
Bobby Morse,9,0,9,0
Brent Novoselsky,9,0,9,0
Terry Orr,9,1,8,0
Don Smith,9,1,7,0
Steve Strachan,9,0,8,0
Timmie Ware,9,2,4,0
Charles Washington,9,3,6,0
Marvin Washington,9,3,6,1.5
Gary Wilkins,9,0,9,0
Brad Beckman,8,2,5,0
Michael Brim,8,1,5,0
Clifford Charlton,8,0,5,1
Marv Cook,8,0,8,0
Keith DeLong,8,0,8,0
Robert Delpino,8,0,8,0
Anthony Edwards,8,0,8,0
Nuu Faaola,8,1,7,0
Lorenzo Freeman,8,0,7,0
Kenny Hill,8,1,6,0
Don Holmes,8,1,5,0
Brian Kinchen,8,0,8,0
Eric Kumerow,8,0,7,2
Darrin Miller,8,1,7,0
John Miller,8,0,7,0
Mark Mraz,8,2,5,0.5
Vance Mueller,8,1,7,0
Tim Newton,8,2,4,0
Barry Redden,8,1,6,0
Rod Stephens,8,2,6,0
Tyronne Stowe,8,0,7,0
Mosi Tatupu,8,0,7,0
Albert Bentley,7,0,7,0
Carl Bland,7,1,6,0
Jerry Boyarsky,7,1,5,0
Reggie Branch,7,0,6,0
Richard Carey,7,1,6,0
Robert Drummond,7,1,5,0
Jason Johnson,7,0,7,0
Shawn Knight,7,1,4,0
Joe Kohlbrand,7,0,7,0
Scott Kozak,7,1,5,0
Kim Phillips,7,0,7,0
Kerry Porter,7,0,3,0
Mickey Pruitt,7,3,3,0
Butch Rolle,7,1,5,0
Lee Rouson,7,2,4,0
Natu Tuatagaloa,7,1,6,2.5
Jackie Walker,7,0,7,0
Wesley Walls,7,0,6,0
Barry Wilburn,7,1,6,0
Eric Wright,7,1,5,0
John Bosa,6,0,6,2
Cap Boso,6,0,6,0
John Brantley,6,1,3,0
Russell Carter,6,1,4,0
Jessie Clark,6,0,6,0
Patrick Egu,6,0,6,0
Herman Fontenot,6,0,4,0
John Galvin,6,0,6,0
Curtis Green,6,1,5,0
Michael Haynes,6,0,6,0
Terry Hoage,6,0,6,0
Darryl Holmes,6,0,6,0
Keith Jones,6,0,6,0
Bruce Klosterman,6,0,6,0
Doug Martin,6,1,4,0
Todd McNair,6,0,6,0
Mark Messner,6,1,4,0
Roland Mitchell,6,0,6,0
Jamie Mueller,6,1,3,0
Lawrence Pete,6,0,6,1
John Shannon,6,1,4,0
Sean Smith,6,0,6,1
Spencer Tillman,6,0,5,0
Ron Wolfley,6,0,5,0
Scott Ankrom,5,1,4,0
Brian Blades,5,0,5,0
Ed Brady,5,1,4,0
Stephen Braggs,5,1,4,0
A.B. Brown,5,0,5,0
Mark Brown,5,0,5,0
Derrick Burroughs,5,0,5,1
Pat Carter,5,0,4,0
Mark Duckens,5,0,4,0
Antonio Goss,5,0,5,0
Mark Green,5,0,5,0
Terry Greer,5,1,4,0
Dalton Hilliard,5,0,5,0
Ivy Joe Hunter,5,0,4,0
Johnnie Johnson,5,1,4,0
Joe Johnson,5,0,5,0
Tracy Johnson,5,1,4,0
Troy Johnson,5,0,5,0
Trey Junkin,5,0,4,0
Mike Junkin,5,0,4,0
Dave Little,5,0,5,0
Joe Mickles,5,1,4,0
Ron Middleton,5,1,3,0
Matt Monger,5,0,5,0
Pete Najarian,5,1,4,0
Keith Neubert,5,1,4,0
Dennis Price,5,3,2,0
Tom Rathman,5,0,5,0
Mark Rodenhauser,5,0,5,0
John Settle,5,0,5,0
Sylvester Stamps,5,0,5,0
Michael Adams,4,0,4,0
Tom Baugh,4,0,3,0
Ken Bell,4,0,4,0
Mitchell Benson,4,1,2,0
Mark Bortz,4,0,4,0
Cornell Burbage,4,0,4,0
Kevin Call,4,0,4,0
Anthony Carter,4,1,3,0
Mark Clayton,4,0,4,0
Jackie Cline,4,0,4,1
Terrence Cooks,4,0,4,0
John Davis,4,0,4,0
Clint Didier,4,0,4,0
Eric Dorsey,4,1,2,0
Ferrell Edmunds,4,0,4,0
Jerry Fontenot,4,0,4,0
James Haynes,4,0,4,0
Ron Heller,4,1,3,0
Keith Henderson,4,0,4,0
Brad Henke,4,0,4,0
Steve Hyche,4,0,3,0
Mark Jackson,4,0,4,0
Jeff Jaeger,4,1,3,0
Troy Johnson,4,1,3,0
Pat Kelly,4,0,2,0
Adam Lingner,4,1,3,0
Orlando Lowry,4,1,3,0
Mike McDonald,4,0,3,0
Buford McGee,4,0,4,0
Rich Miano,4,2,1,0
Anthony Miller,4,0,3,0
Jay Novacek,4,0,4,0
James Pruitt,4,0,4,0
Eric Sanders,4,1,3,0
Tim Spencer,4,0,4,0
Rohn Stark,4,1,3,0
Pete Stoyanovich,4,0,4,0
Harry Sydney,4,0,4,0
Malcolm Taylor,4,0,4,1
George Thomas,4,1,3,0
Lawyer Tillman,4,0,4,0
Jo-Jo Townsell,4,0,4,0
Herb Welch,4,0,4,0
Terry Williams,4,0,4,0
Mike Wilson,4,0,4,0
Alfred Anderson,3,0,3,0
Howard Ballard,3,0,3,0
Brian Bonner,3,0,2,0
Marion Butts,3,1,2,0
Cris Carter,3,0,3,0
Garry Cobb,3,0,3,0
Mike Cofer,3,0,3,0
Leonard Coleman,3,0,1,0
Derrick Crudup,3,1,2,0
Titus Dixon,3,0,2,0
Reggie Dupard,3,0,2,0
Hart Lee Dykes,3,0,3,0
Phil Epps,3,1,1,0
Rick Fenney,3,0,3,0
Keith Ferguson,3,1,2,0
Terrence Flagler,3,0,3,0
Victor Floyd,3,0,3,0
Dennis Gentry,3,0,3,0
Mark Hall,3,0,3,1
Elroy Harris,3,0,3,0
William Harris,3,1,2,0
Craig Heyward,3,0,3,0
Milford Hodge,3,0,3,0
Hank Ilesic,3,1,2,0
Darryl Ingram,3,1,2,0
Mark Ingram,3,0,3,0
Chris Jacke,3,0,3,0
Norm Johnson,3,1,1,0
Vance Johnson,3,0,3,0
Vernon Joines,3,0,3,0
Ernie Jones,3,0,3,0
Marlon Jones,3,0,2,0
Jim Juriga,3,0,3,0
Nick Lowery,3,0,3,0
Randall McDaniel,3,1,2,0
Mike McGruder,3,0,3,0
Keith McKeller,3,0,3,0
Bruce McNorton,3,0,3,1
Pete Metzelaars,3,0,3,0
Art Monk,3,0,3,0
Jason Phillips,3,0,3,0
Jeff Query,3,0,3,0
Mike Richardson,3,1,2,0
Henry Rolling,3,0,3,0
Steve Sewell,3,0,3,0
Ricky Shaw,3,1,1,0
Elliot Smith,3,0,3,0
Steve Smith,3,0,3,0
Patrick Swoopes,3,0,3,0
Chuck Thomas,3,0,3,0
Thurman Thomas,3,0,3,0
Bennie Thompson,3,0,3,0
Ken Tippins,3,0,3,0
Odessa Turner,3,0,3,0
Bryan Wagner,3,0,3,0
Robb White,3,2,1,0
James Wilder,3,0,3,0
Tony Zackery,3,0,3,0
Dave Zawatson,3,0,3,0
Tommie Agee,2,0,2,0
John Alt,2,0,1,0
Eric Andolsek,2,0,2,0
Bruce Armstrong,2,0,2,0
Ted Banker,2,0,2,0
Chris Barber,2,0,1,0
Todd Bell,2,0,2,0
Guy Bingham,2,0,2,0
Todd Blackledge,2,0,2,0
Brian Brennan,2,1,1,0
Stan Brock,2,0,2,0
Bill Brooks,2,0,2,0
Andre Brown,2,0,2,0
Lomas Brown,2,0,2,0
Ron Brown,2,1,1,0
Bob Buczkowski,2,0,2,0
Earnest Byner,2,0,2,0
Joseph Campbell,2,1,1,0
Joe Caravello,2,0,2,0
Mark Carrier,2,0,2,0
Mike Charles,2,0,0,0
Robert Clark,2,0,2,0
Kenneth Davis,2,1,1,0
James Dixon,2,0,2,0
Jim Dombrowski,2,0,2,0
Willie Drewrey,2,0,2,0
Quinn Early,2,0,2,0
Henry Ellard,2,0,2,0
Grant Feasel,2,0,2,0
Earl Ferrell,2,0,2,0
John Ford,2,0,2,0
Kenny Gamble,2,0,2,0
Rory Graves,2,0,2,0
Mel Gray,2,0,2,0
Roy Green,2,0,2,0
David Griggs,2,0,2,0
Kevin Guidry,2,0,2,0
Ron Hall,2,0,2,0
Emile Harry,2,0,2,0
Stacy Harvey,2,0,2,0
Jonathan Hayes,2,0,2,0
Ron Heller,2,0,2,0
Joel Hilgenberg,2,0,2,0
Drew Hill,2,0,2,0
Jamie Holland,2,0,2,0
William Howard,2,0,2,0
Dave Huffman,2,0,2,0
Kent Hull,2,0,2,0
Keith Jackson,2,0,2,0
Haywood Jeffires,2,0,2,0
Stanford Jennings,2,0,1,0
Dwayne Jiles,2,1,1,0
Daryl Johnston,2,0,2,0
Brent Jones,2,0,2,0
Cedric Jones,2,0,2,0
Hassan Jones,2,0,1,0
Buford Jordan,2,0,2,0
Keith Kartz,2,0,2,0
Eric Kattus,2,0,2,0
Steve Kaufusi,2,1,1,0
Derek Kennard,2,0,2,0
Larry Kinnebrew,2,0,2,0
Randy Kirk,2,0,2,0
Pete Koch,2,1,1,0
Bernie Kosar,2,0,2,0
Reggie Langhorne,2,0,2,0
Harper LeBel,2,0,2,0
Louis Lipps,2,0,2,0
Marc Logan,2,0,2,0
Dan Marino,2,0,2,0
Jake McCullough,2,1,1,0
Travis McNeal,2,0,2,0
Bryan Millard,2,0,2,0
Stump Mitchell,2,0,2,0
Chris Mohr,2,0,2,0
