Player,Comb,Asst,Solo,Sck
Cliff Odom,42,12,25,1
Keith Simpson,42,4,32,1
Mark Cotney,41,1,34,1
Michael Jackson,41,10,23,3
Dwaine Board,40,9,27,13
Louis Breeden,40,1,35,1
Dave Butz,40,6,31,11.5
Mario Clark,40,3,32,0
David Galloway,40,3,35,12
Mike Kennedy,40,7,29,0
Pete Kugler,40,3,29,3
Rufus Bess,39,5,31,0
Reggie Kinlaw,39,8,21,1
Carl Lee,39,6,30,0
Randy Logan,39,0,38,0
Mike Merriweather,39,6,29,0.5
Donnie Shell,39,3,30,0
Lucious Smith,39,3,35,0
David Frye,38,5,30,1
Ted Hendricks,38,7,29,2
Rulon Jones,38,5,30,4
Jim Osborne,38,1,36,5
Whitney Paul,38,2,31,5.5
Mike Pitts,38,3,34,7
Andrew Provence,38,7,26,1.5
Steve Wilson,38,2,35,0
Greg Buttle,37,8,20,1.5
Robin Cole,37,1,33,5
Don Dufek,37,3,29,2
Dee Hardison,37,12,20,2.5
Reuben Henderson,37,2,34,1
Odis McKinney,37,3,30,0
Joe Nash,37,9,19,3
Donnell Thompson,37,6,24,4
Lloyd Burruss,36,4,26,0.5
Rubin Carter,36,5,29,1
Fred Dean,36,5,30,17.5
Ray Ellis,36,1,32,0
Curtis Greer,36,7,28,16
Daryl Hunt,36,5,24,1
Tim Krumrie,36,8,24,1.5
Derland Moore,36,1,34,6
Curtis Green,35,2,31,4.5
Bobby Jackson,35,4,30,0
Toby Williams,35,4,27,2
Carlos Bradley,34,3,26,0.5
Jim Britt,34,2,28,0
Eddie Edwards,34,2,29,13
Carl Hairston,34,5,28,5
Ray Horton,34,2,27,0
Roger Jackson,34,0,32,1
Bobby Leopold,34,1,30,1
Steve McMichael,34,1,31,8.5
Durwood Roquemore,34,5,22,0
Brenard Wilson,34,0,31,0
John Cannon,33,1,31,5
Terry Jackson,33,1,28,0
Vince Newsome,33,1,29,0
Dennis Owens,33,0,29,4
Dave Ahrens,32,1,24,0
Ken Coffey,32,4,23,1
Tim Collier,32,4,27,0
Al Harris,32,0,31,6
Byron Hunt,32,10,17,1
Greg Meisner,32,5,24,0
Scott Nicolas,32,2,24,0
Clarence Scott,32,3,23,0
Gerald Small,32,0,28,0
Ted Thompson,32,6,18,1.5
Chris Williams,32,5,24,0
Dwayne Woodruff,32,3,24,1
Jeff Barnes,31,4,23,0
Ron Fellows,31,2,27,0
Greg Gaines,31,3,24,1
Randy Holloway,31,3,21,7.5
Charles Johnson,31,1,28,3.5
Gregg Johnson,31,6,18,0
Larry McGrew,31,4,25,2
Booker Reese,31,0,26,1
Ken Riley,31,1,26,0
Loren Toews,31,3,25,0
Mark Brown,30,3,26,2
Ken Johnson,30,5,16,2
Steve Nelson,30,5,22,1
Jack Squirek,30,7,17,1
Darryl Talley,30,2,27,5
Malcolm Taylor,30,2,22,4.5
Jeff Yeates,30,2,27,4
Quinton Ballard,29,5,19,2
Kim Bokamper,29,0,28,2
Ross Browner,29,5,21,3
Lawrence Johnson,29,5,21,0
Dexter Manley,29,3,23,11
Bill Pickel,29,5,16,6
Al Richardson,29,2,23,0
John Swain,29,5,22,0
Gary Fencik,28,2,24,0
Dan Hampton,28,2,26,5
Harvey Martin,28,2,23,2
Rick Ackerman,27,3,20,1.5
Roosevelt Barnes,27,0,27,1
Bruce Clark,27,2,23,4.5
Mike Cofer,27,1,26,4.5
Calvin Daniels,27,4,18,2
Tim Lewis,27,0,27,0
Mark Mullaney,27,5,18,2.5
Sherman White,27,3,16,3
Trent Bryant,26,2,21,0
Ron Ferrari,26,4,20,3
Elvis Franks,26,5,18,5
Elois Grooms,26,2,23,1
Mike Kozlowski,26,1,23,1
George Martin,26,6,16,9
Ed Nelson,26,5,19,3
Dan Rains,26,0,26,0
Randy Scott,26,0,25,0
Kim Anderson,25,5,16,0.5
Fred Marion,25,1,23,0
Curtis McGriff,25,12,7,0
Danny Spradlin,25,0,25,1
Jim Burt,24,3,21,0.5
Gary Dunn,24,5,15,6
Al Gross,24,5,14,0
Ken Kremer,24,8,10,2
Don Latimer,24,5,15,0.5
Dave Lindstrom,24,7,12,1
Brison Manor,24,2,17,3
Steve Potter,24,6,14,0
Ray Preston,24,3,16,0
Rick Razzano,24,3,18,0
Terry Schmidt,24,0,24,0
Jim Stuckey,24,5,17,2.5
Greg Townsend,24,4,20,10.5
Manu Tuiasosopo,24,9,8,0.5
Mike Washington,24,0,23,0
John Zamberlin,24,5,14,0
Cedric Brown,23,0,23,0
Reggie Lewis,23,1,22,6.5
David Little,23,3,15,0
Anthony Washington,23,1,20,0
Stan Blinka,22,6,12,0
Charles DeJurnett,22,4,18,0
Guy Frazier,22,2,16,1
Keith Gary,22,2,18,7.5
Bob Gregor,22,2,17,0
Todd Liebenstein,22,2,17,1.5
Jeff Merrow,22,4,17,3
Wilbur Myers,22,1,20,0
Archie Reese,22,2,17,4
Walt Bowyer,21,0,20,2
Howard Carson,21,1,20,0
James Davis,21,1,18,0
Mike Dawson,21,1,18,1
Mike Dennis,21,1,18,0
Rick Gervais,21,1,16,1
Demetrious Johnson,21,0,21,0
Bill Kay,21,2,18,0
Al Latimer,21,0,21,0
Paul Moyer,21,5,11,0
Leonard Smith,21,2,18,0
Rick Woods,21,4,16,0
Harvey Armstrong,20,2,18,3.5
Jerry Boyarsky,20,2,13,1.5
Tom Dinkel,20,3,17,0.5
Paul Lankford,20,0,20,0
Mike McCoy,20,0,19,0
James White,20,3,8,1
Kendall Williams,20,2,13,1
Keith Willis,20,2,18,14
Pete Cronan,19,3,12,0
Jeff Delaney,19,1,16,0
Tony Elliott,19,1,17,5.5
Blane Gaison,19,4,14,0
Jim Jodat,19,4,11,0
Jim Laughlin,19,0,19,0
Miles McPherson,19,1,18,1
Kenneth Sims,19,2,14,0
Mike Stensrud,19,3,13,2
James Walker,19,2,13,0
Walker Lee Ashley,18,2,12,0
Mike Charles,18,5,12,3
Mark Duda,18,1,15,1
Jeff Fisher,18,1,15,0
Jerome Foster,18,4,13,3.5
Tim Golden,18,1,14,0
Andy Hawkins,18,0,18,3
Bryan Hinkle,18,2,11,0
Bobby Johnson,18,1,16,0
Dave Kilson,18,0,15,0
Rob Nairne,18,1,17,2
Rod Perry,18,1,16,0
Brian Cabral,17,0,17,1
Monte Coleman,17,6,10,2
Angelo King,17,2,15,0
Cliff Lewis,17,1,16,2
Leonard Marshall,17,2,12,0.5
Derrie Nelson,17,3,11,0
Kirk Springs,17,1,15,0
Richard Turner,17,0,16,1
Ray Griffin,16,1,14,1
Kenny Hill,16,3,12,0
Eric Lane,16,3,12,0
Tate Randle,16,1,12,0
George Schmitt,16,1,14,0
Robin Sendlein,16,1,15,0
Mel Blount,15,3,11,0
Glen Collins,15,2,11,5
Rick Dennison,15,3,12,0
Gary Jeter,15,1,13,6.5
Earl Jones,15,1,14,0
Joey Lumpkin,15,1,13,0
Dana McLemore,15,0,13,0
Johnny Ray Smith,15,0,14,0
Jeff Stover,15,3,12,2.5
Richard Blackmore,14,1,13,0
Gary Campbell,14,0,13,1
Ron Crosby,14,4,7,0
Byron Darby,14,0,14,1
Larry Flowers,14,0,14,1
Andy Headen,14,2,9,5
Estus Hood,14,0,14,0
Ron Johnson,14,1,12,0
Charles Mann,14,2,10,3
Casey Merrill,14,3,11,3
Mike Reinfeldt,14,2,8,0
Robert Sowell,14,0,14,0
Gary Thompson,14,1,13,0
Brad White,14,1,12,0
Otis Wonsley,14,2,8,0
Jim Youngblood,14,3,9,0
Kirk Collins,13,0,13,0
Steve Doig,13,0,13,0
James Harrell,13,0,13,1
Maurice Harvey,13,1,12,0
Rich Kraynak,13,0,12,0
Dean Prater,13,4,7,0
Guy Prather,13,1,10,0
Jimmy Rogers,13,1,12,0
Pete Shaw,13,1,11,1
Sherman Smith,13,1,12,0
Rodell Thomas,13,4,7,0
John Tuggle,13,1,10,0
J.C. Wilson,13,2,9,0
Richard Wood,13,0,13,0
Ken Woodard,13,0,13,2
Tom Beasley,12,1,11,2.5
Steve Bryant,12,0,8,0
Brian Carpenter,12,1,11,0
Bill Cowher,12,0,12,0
Vince Heflin,12,0,12,0
Tom Holmoe,12,0,11,0
Bill Hurley,12,0,12,0
Bruce Huther,12,2,9,0
Van Jakes,12,4,7,0
Mark Kafentzis,12,2,8,0
Tony McGee,12,2,9,10
Scott Pelluer,12,0,10,0
Glen Redd,12,3,9,0
Don Smerek,12,1,10,6
Mosi Tatupu,12,0,12,0
Robert Thompson,12,0,12,0
Keith Baldwin,11,3,6,1
Perry Brooks,11,4,6,2.5
Robert Brown,11,1,10,0
Richard Dent,11,0,10,3
Major Everett,11,0,11,0
Dennis Gentry,11,0,11,0
Mark Hicks,11,2,8,2.5
Rod Hill,11,0,11,0
Monte Jackson,11,0,11,0
Mark Jerue,11,0,10,0
Tim Joiner,11,0,8,0
Mike Jolly,11,0,11,0
Rod Kush,11,4,7,0
Bruce Laird,11,0,7,0
Blanchard Montgomery,11,5,5,0
Bill Ring,11,3,7,0
Sanders Shiver,11,0,8,1
Frank Warren,11,0,10,2
Mike Whittington,11,2,8,0
Van Williams,11,1,10,0
Greg Williams,11,2,7,0
Walt Williams,11,0,11,0
Mike Zele,11,0,11,1
Larry Anderson,10,1,8,0
Stuart Anderson,10,0,6,0
Hasson Arbubakrr,10,0,10,1
Barry Bennett,10,1,7,1
Jessie Clark,10,1,8,0
Rich Dixon,10,1,9,0
Bill Elko,10,4,6,0.5
Mike Fanning,10,1,8,1
Earl Ferrell,10,0,9,0
Dennis Fowlkes,10,2,7,0
Rusty Guilbeau,10,1,7,1
Jim Haslett,10,0,10,0
Mike Holston,10,2,8,0
Horace King,10,0,10,0
Martin Moss,10,1,9,0.5
Joe Norman,10,4,5,0
Dave Puzzuoli,10,0,8,2
Ben Rudolph,10,1,9,2
Jody Schulz,10,1,9,0
Dave Stalls,10,5,4,1
Ivory Sully,10,2,8,1
Dan Wagoner,10,0,10,0
Curtis Weathers,10,3,5,0
Lester Williams,10,0,9,1
Mark Witte,10,0,9,0
Larry Bethea,9,0,9,3
Rush Brown,9,0,8,1
August Curley,9,0,9,0
Reggie Evans,9,2,6,0
John Goodman,9,0,9,1
Pete Holohan,9,0,8,0
Derrick Jensen,9,2,6,0
Tyrone Keys,9,0,9,1
Dave Levenick,9,0,7,0
Dave Lewis,9,0,9,0
Randy Love,9,1,7,0
Quentin Lowry,9,2,7,0
Stafford Mays,9,2,7,2.5
Milt McColl,9,2,7,1
Karl Mecklenburg,9,1,8,2
Guido Merkens,9,0,9,0
Jeff Schuh,9,1,7,0
Craig Shaffer,9,1,8,0
Daryle Skaugstad,9,0,9,0
Rich Stachowski,9,1,7,0
Norris Thomas,9,1,8,0
Cliff Thrift,9,2,6,0
Mike Wilcher,9,0,9,0
Kelvin Atkins,8,0,8,0
Marion Barber,8,0,7,0
Craig Bingham,8,1,5,0
Derrick Hatchett,8,1,7,0
Steve Haworth,8,0,8,0
Harlan Huckleby,8,0,7,0
Billy Jackson,8,0,7,0
Jim Jeffcoat,8,0,8,2
Louie Kelcher,8,2,5,0
Darryl Meadows,8,3,5,0
Tom Morris,8,0,8,0
Gary Moten,8,0,6,0
Gary Padjen,8,2,5,0
Robb Riddick,8,0,7,0
Doug Rogers,8,1,6,0.5
Dave Simmons,8,0,8,0
Tim Stracka,8,1,7,0
Steve Trimble,8,0,7,0
Jimmy Turner,8,3,5,0
Eugene Williams,8,1,5,0
Willis Adams,7,0,6,0
Robert Alexander,7,1,5,0
Dan Benish,7,0,7,1
Tony Caldwell,7,0,5,0
Harvey Clayton,7,1,6,2
Earl Cooper,7,1,6,0
Elbert Foules,7,0,6,0
Jeff Griffin,7,0,7,0
John Harper,7,0,6,0
Mike Haynes,7,0,7,0
Larry Kinnebrew,7,0,7,0
Rich Mauti,7,0,7,0
Sam Merriman,7,1,6,0
Jim Obradovich,7,0,7,0
Chet Parlavecchio,7,0,7,0
Dave Preston,7,0,7,0
Ricky Smith,7,0,7,0
Terry Tautolo,7,0,7,0
Tom Tutson,7,0,7,0
Ed Beckman,6,0,6,0
Guy Bingham,6,3,2,0
Gary Burley,6,1,4,2
Darryl Byrd,6,0,4,0
Darren Comeaux,6,1,5,0
Mike Curcio,6,1,5,0
Dennis DeVaughn,6,0,6,0
James Griffin,6,0,6,0
Dino Hall,6,0,5,0
Dave Huffman,6,0,6,0
Billy Johnson,6,0,6,0
Ricky Jones,6,1,4,0
Rick Kane,6,0,6,0
Dave Klug,6,1,2,0
Bob Kohrs,6,1,4,1.5
Steve Maidlow,6,0,6,0
Frank Marion,6,0,5,0
Joe McLaughlin,6,0,6,0
Mark Merrill,6,0,6,0
Larry Moriarty,6,4,2,0
Henry Odom,6,2,3,0
George Peoples,6,1,5,0
Eason Ramson,6,0,5,0
Jeff Rohrer,6,1,4,0
John Simmons,6,0,6,0
J.T. Smith,6,1,5,0
Tim Smith,6,1,5,0
Dwight Walker,6,1,4,0
Michael Walter,6,1,4,0
Sam Washington,6,1,5,0
Bill Whitaker,6,0,6,0
Dokie Williams,6,0,6,0
Mike Augustyniak,5,0,5,0
Earnest Barnes,5,2,3,0
Doug Barnett,5,1,4,0
Brian Baschnagel,5,0,5,0
Dave Browning,5,0,3,2
Neal Colzie,5,0,5,0
Dan Doornink,5,1,4,0
Myron Dupree,5,0,5,0
Jeff Groth,5,0,5,0
Luther Henson,5,0,5,0
Eddie Hill,5,0,4,0
Rodney Holman,5,0,5,0
Ken Jenkins,5,0,5,0
Bruce Kimball,5,2,3,0
Keith Lee,5,0,5,0
Chris Martin,5,0,4,0
Allama Matthews,5,0,5,0
Calvin Muhammad,5,0,5,0
Chuck Muncie,5,0,5,0
Jesse Myles,5,0,5,0
Keith Nord,5,2,3,1
Nathan Poole,5,0,5,0
Ed Reynolds,5,0,5,0
Gabe Rivera,5,0,5,2
John Sciarra,5,0,5,0
Ron Spears,5,1,4,0.5
Al Steinfeld,5,4,1,0
Calvin Thomas,5,0,5,0
Emmett Tilley,5,0,3,0
Eric Williams,5,1,3,0
Newton Williams,5,0,5,0
Woody Bennett,4,0,4,0
Don Bessillieu,4,0,4,0
Greg Best,4,0,4,0
Greg Boyd,4,0,4,2
Jerome Boyd,4,0,3,0
Dale Carver,4,0,4,0
Paul Coffman,4,0,4,0
Tom Coombs,4,1,2,0
Joe Cribbs,4,0,4,0
Willie Curran,4,0,4,0
Clint Didier,4,1,3,0
Paul Dombroski,4,0,4,0
Ron Egloff,4,0,4,0
Eddie Garcia,4,0,4,0
Eugene Goodlow,4,0,4,0
Otis Grant,4,0,4,0
Perry Harrington,4,1,3,0
M.L. Harris,4,0,4,0
Darrell Irvin,4,1,1,0
Charlie Joiner,4,0,4,0
A.J. Jones,4,0,3,0
Kenny King,4,0,4,0
Larry Kubin,4,0,3,0
Myron Lapka,4,0,3,0
Frank Lewis,4,0,4,0
Mick Luckhurst,4,0,4,0
Dennis McKnight,4,1,3,0
Michael Morton,4,0,4,0
Davlin Mullen,4,0,3,0
Dwayne O'Steen,4,0,4,0
Vernon Perry,4,0,4,0
Jim Pietrzak,4,0,4,0
Lawrence Ricks,4,0,3,0
Clint Sampson,4,0,4,0
John Tice,4,1,3,0
Mike Tice,4,1,2,0
Mark van Eeghen,4,0,4,0
Henry Waechter,4,2,2,1.5
Wesley Walker,4,0,4,0
Len Walterscheid,4,2,1,0
Curt Warner,4,0,4,0
Dwight Wheeler,4,1,1,0
Matt Bahr,3,1,2,0
Pat Beach,3,0,3,0
Keith Bishop,3,0,3,0
Cullen Bryant,3,1,2,0
Dan Bunz,3,0,2,0
Bill Capece,3,0,3,0
David Carter,3,0,3,0
Gerald Carter,3,0,3,0
Greg Cater,3,0,3,0
Charles Cook,3,1,2,0
Justin Cross,3,2,1,0
Paul Davis,3,1,0,0
Bobby Duckworth,3,0,3,0
Pat Dunsmore,3,0,3,0
Mark Duper,3,0,3,0
Jim Eliopulos,3,0,3,0
Larry Evans,3,0,3,0
Byron Franklin,3,0,3,0
Jimmie Giles,3,0,3,0
Marshall Harris,3,1,2,0.5
John Harty,3,0,2,0
Jeff Hayes,3,0,2,0
Louis Haynes,3,0,1,0
Anthony Hutchison,3,0,3,0
Brian Ingram,3,0,3,0
Jim Jensen,3,0,3,0
Steve Jordan,3,1,1,0
Sandy LaBeaux,3,0,3,0
Steve Largent,3,0,3,0
Ronnie Lee,3,0,3,0
Jim Leonard,3,0,3,0
Gary Lewis,3,0,3,0
Adam Lingner,3,1,2,0
James Lofton,3,0,3,0
LeCharls McDaniel,3,0,3,0
Scott McLean,3,2,1,0
Terdell Middleton,3,0,3,0
Carl Monroe,3,1,2,0
Nat Moore,3,0,3,0
Emery Moorehead,3,0,3,0
Bill Neill,3,1,2,0
Robert Newhouse,3,0,3,0
Timmy Newsome,3,0,1,0
Neil O'Donoghue,3,0,3,0
Stephone Paige,3,0,3,0
Danny Pittman,3,0,3,0
Kevin Potter,3,0,3,0
Barry Redden,3,0,2,0
John Rodgers,3,2,1,0
Cleo Simmons,3,0,3,0
Ron Simpkins,3,0,3,0
Stephen Starring,3,0,3,0
Greg Stemrick,3,0,3,0
Dave Stief,3,1,1,0
Marco Tongue,3,1,2,0
Scott Virkus,3,0,3,0
Sammy White,3,0,3,0
James Wilder,3,0,3,0
Henry Williams,3,0,2,0
Brooks Williams,3,0,3,0
Richard Williams,3,0,3,0
Darryal Wilson,3,0,3,0
Wayne Wilson,3,0,3,0
Kellen Winslow,3,1,2,0
Glen Young,3,0,3,0
Charles Alexander,2,0,2,0
Morten Andersen,2,0,2,0
Ottis Anderson,2,0,2,0
Chris Bahr,2,1,1,0
Stacey Bailey,2,0,2,0
Bill Bain,2,0,2,0
Mike Barber,2,0,2,0
Malcolm Barnwell,2,0,2,0
Kurt Becker,2,0,2,0
Rocky Belk,2,1,1,0
Rick Berns,2,0,1,0
Elvin Bethea,2,0,2,0
Jeff Bostic,2,0,2,0
Gene Branton,2,0,2,0
Hoby Brenner,2,0,2,0
Pete Brock,2,0,2,0
Billy Bryan,2,0,2,0
Blair Bush,2,0,2,0
Lynn Cain,2,0,2,0
Darryl Caldwell,2,0,2,0
Wayne Capers,2,0,2,0
James Caver,2,0,2,0
Jeff Chadwick,2,0,2,0
Wes Chandler,2,0,2,0
Todd Christensen,2,0,2,0
Randy Clark,2,0,2,0
Tony Collins,2,0,2,0
Isaac Curtis,2,0,2,0
Joe Danelo,2,0,2,0
Dave Drechsler,2,0,2,0
Kenny Duckett,2,0,2,0
Joe Dufek,2,1,1,0
Craig Dunaway,2,0,2,0
Floyd Eddings,2,0,2,0
Brad Edelman,2,0,2,0
Alvin Garrett,2,0,2,0
Roy Green,2,0,2,0
Steve Grogan,2,0,2,0
Anthony Hancock,2,0,2,0
Bruce Hardy,2,0,2,0
Greg Hawthorne,2,0,2,0
Victor Heflin,2,0,2,0
Greg Hill,2,0,2,0
Jim Hough,2,1,1,0
Monty Hunter,2,0,2,0
Tim Irwin,2,0,2,0
Earnest Jackson,2,0,2,0
Dave Jennings,2,0,1,0
Paul Johns,2,0,2,0
Cecil Johnson,2,0,2,0
Henry Johnson,2,0,2,0
Norm Johnson,2,0,1,0
Pete Johnson,2,0,2,0
James Jones,2,0,2,0
Lam Jones,2,0,2,0
Mike Jones,2,0,2,0
Bobby Jones,2,0,2,0
Rich Karlis,2,0,2,0
Mike Kenn,2,0,2,0
Henry Lawrence,2,0,1,0
Terry LeCount,2,0,2,0
Larry Lee,2,0,2,0
Mike Martin,2,0,2,0
Robbie Martin,2,0,2,0
Ken McAlister,2,1,1,0
Reese McCall,2,0,2,0
Sam McCullum,2,0,2,0
Eddie McGill,2,0,2,0
